business_id,name,city,state,review_count,stars
SJBzyJDCR_f6dx5tpYAABA,Kibo Sushi House,Toronto,ON,15,4.0
MhnihE0alud0ereVInSt8Q,Yummy Yummy Chinese Restaurant,Scottsdale,AZ,188,3.0
111d13yLgIdqvpZekgVnbQ,Pallucci,Toronto,ON,5,3.0
FDEm-c3NAXnTVtl-hgzAhA,Heart Attack Grill,Chandler,AZ,104,3.0
4n81G-pmC3rfhmaPsbwYKg,"Vince Neil's Tatuado | Eat, Drink, Party",Las Vegas,NV,3,4.5
y-1sMhUMubrHWdIW4FaE8w,Wendy's,Madison,WI,7,2.5
v8zKjH1o_qAI4SBd3na7gg,Barbie's,Laval,QC,13,3.0
PWjgwphd2prhtqTPWwLbXw,Stage Deli Of Las Vegas,Las Vegas,NV,28,3.5
aGdyRoDCn6Z9_j2vIvnKNw,Phil's Restaurants,Calgary,AB,3,3.5
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,13,3.0
eY98EH_PHGnJVaJ7t2UpoQ,Pita Pit,Las Vegas,NV,77,4.0
iwGhazq9eP51PSerTrMrwg,Mr G's Pub & Grub,Las Vegas,NV,27,4.0
CPgz4srKkE5u9aoBAOaQsA,Davidson Pizza Company,Davidson,NC,23,3.5
d9ftOq9cPFsicPSasP-IRw,Big Boy's Burgers,Pickering,ON,14,4.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,5,3.0
OwXMxqxIy4YoprAjnoUoiA,B & M Bar-B-Que Shaw,Cleveland,OH,4,3.5
Sd75ucXKoZUM2BEfBHFUOg,China Gourmet,Mesa,AZ,13,3.0
VA232TY-ThR8L5wjuuLZVg,Sofra Mediterranean Cuisine,Richmond Hill,ON,33,3.0
NqpX1HsFVGwmnxnw_bcEuA,Aux Derniers Humains,MontrÃ©al,QC,8,4.0
0G83H_zoum-Q4bWU2olTqQ,Bonjour Bakery & Deli,Las Vegas,NV,39,4.5
U3-kxz7NWq4ix4bPmKKQ0w,Aladdin's Eatery,Mentor,OH,47,4.5
z3csSfd-UBMP1Gk6zHY_AA,Toad N Turtle Pubhouse & Grill,Calgary,AB,24,2.5
TTVwcuc1Nz4ZSZH4wnbxKQ,Piazza Manna,North York,ON,3,3.5
sRLczTc6OHuttVSanRfHaw,Wendy's,Mississauga,ON,7,3.5
4Rp1y8L_zecjHt6AvKtekg,Factory,MontrÃ©al,QC,3,2.5
tWjfgVtTD5n01Cq9dFWGsA,Cibo,Calgary,AB,185,3.5
CxRBRrtd7NHz890gWPG9AA,La Casa d'Italia Ristorante,Calgary,AB,4,4.0
xOR85RicYj642O3_iJ7hgg,Phoenix Valuations,Scottsdale,AZ,3,3.5
dUffgo9Lh_Vk9TLuFR5ywg,Oregano's Pizza Bistro,Phoenix,AZ,563,3.5
c7JoAt6a3Ufkpn3TrGU23A,Santanas Mexican Food,Phoenix,AZ,6,3.0
ZpjAltpV8mq-HGqsipocsA,Big Horn Restaurant,Boulder City,NV,12,3.0
AXq8uPxqBP-c5PCrnba-4A,Mexico Lindo,Toronto,ON,6,4.5
q4P3WHwC0lFafwvTlkKMIw,Ron's Pizza Palace,Pittsburgh,PA,6,3.0
iyPtSR0s6EkvaQFbdJ_jVA,Pearl King,Toronto,ON,72,2.5
hZj2HCiLae5-AxIp0im6lQ,Route 28 Bar & Grille,Pittsburgh,PA,7,2.5
vwntGW400t5WG0ubjuaz5g,The Pit,Beachwood,OH,5,2.0
Hj8gh-0IH739-ZhqUQn_Lg,Ricky's All Day Grill,Calgary,AB,12,4.0
vg4ynLZ0yJ89pT4s_CEMzQ,Five Guys,Phoenix,AZ,23,3.5
XWa7nXOddOYKxojywngk8w,Body Food Kitchen,Las Vegas,NV,7,5.0
e-9f6vasnWh3z0uOq287Aw,Pizza Hut,Phoenix,AZ,14,2.0
pUihHVilZtpZz4FApnOvtA,Mr Combo,North York,ON,15,4.0
_72dMXdWbVAgwB-Bxwz-mw,Champions Cuisine,Markham,ON,7,3.5
LF66oShCh30k5NOV6pPJTQ,Flyjin CafÃ©,MontrÃ©al,QC,17,4.5
9uhXxFrTR58KVD5fq1ua3Q,Jerry Ferrer,MontrÃ©al,QC,10,4.0
ebDtlHODMCNmV1PrdNXKnA,Table Brick Oven & Bar,Murrysville,PA,10,3.5
TWa07Bllw_jfI2Y2Lry9DQ,Woody's Barbq,Calgary,AB,6,3.5
5GXKxdlJQOrmoPe0GXzJNA,Jardin Tiki,MontrÃ©al,QC,8,2.5
GB3L81lYwu-GuyXrbnUpUQ,Best Friends Restaurant,Mentor,OH,3,3.0
Tuu_B0QGo7SQUuXW_Nd4hg,Pizza Pan,Toronto,ON,9,3.0
ItmLljzhwhuyyvekNs4Ymg,Jersey Mike's Subs,Middleton,WI,20,4.0
jX9DocoiY4Bo9EUkaTSqvg,China AAA,Henderson,NV,149,4.5
ecJri9ozyke4dOCWulZiRQ,Nishikawa Ramen,Chandler,AZ,427,4.0
3e0IGa_-zqTemKLc1dbdmg,Phusion Cafe,Cleveland,OH,17,3.5
xXtWrRKn8A708BfaNs1nZw,"Coffee, Tea, or Me",Las Vegas,NV,19,4.0
yxAw_NtCqtvFPXGq4C1f5A,The Cedar Kitchen,Tottenham,ON,12,4.0
iA9xu-6oOFynZQxO5qrauQ,DOC Holliday's Saloon,Henderson,NV,3,3.0
mofOjB6flg-eAWOFbOkHfQ,ChinaTown Buffet,Champaign,IL,72,2.5
6gorEMxDpiCTUmLXI5DCoQ,Tandoori Xpress,Laval,QC,8,2.5
U1iF2RC18uBgBe01z5BMXw,Church's Chicken,Peoria,AZ,3,2.0
El6Bum4I-0VWJRgzbtscJQ,Jimmy John's,Wexford,PA,11,3.0
trMrmg0EKcxEYAkqLBbRMA,Piggly's At the Fair,Mesa,AZ,85,3.0
QZ4GFIArBMGolsVi0XHgcA,Golden Flower Cafe,Richmond Hill,ON,31,3.5
F6c3D1o9Z4Tl6cDorb3WgA,Hello Bistro,Pittsburgh,PA,75,3.5
rtKB12BkQVb3x1e4diTIeA,Panera Bread,Chandler,AZ,21,2.5
CodoVn98WzIP2_NC18NuCw,Chez ma Grosse Truie ChÃ©rie,MontrÃ©al,QC,30,3.5
JO5_Frcbp9J732VNn-I3Ew,Steak â€™n Shake,Brunswick,OH,44,2.0
Ye6Bdtw2lq5Y6FeX-p377Q,Veltree,Charlotte,NC,7,4.5
9MFcLXNi4pbqHsdrH9giZw,LaPaz Batchoy Toronto,Toronto,ON,7,3.5
_WyTVGIhZIqesE4DLrcTvA,Ron's Restaurant,Monroe,NC,11,4.0
j9YFHVQqxM_qKHIc4nck-A,Wong's Asian Cuisine,Scarborough,ON,22,4.0
KAhavksKQwKbMzZHiNOyOQ,Gino's Restaurant,Madison,WI,38,3.5
UdL8Z06DaNj6qhen0fEH9A,Mariscos El Dorado Sin,Phoenix,AZ,7,2.0
KZ9v7M1A5t6OMDghR64_5g,12 East Cafe,Phoenix,AZ,8,3.0
i_0rSAui4zaz4ydVaOZ6bQ,Marcello's Market & Deli,Toronto,ON,7,3.5
6XImdD5qH_LFZhHeLjLaGQ,Arbys Restaurant Higley Rd,Mesa,AZ,8,3.0
L6R2Op88NkoG1EGxlVvdRQ,Bread & Roses Bakery Cafe,Toronto,ON,23,3.0
xHZmM-kGXqOfmQNTm0T05g,Circles Grill and Market,Charlotte,NC,27,4.0
BV5aMfFFDOvaWsSS-D5j9g,Osmow's,Oakville,ON,4,3.0
mQkVFNSDpD4frPUMycVoWw,Solstice Restaurant & Wine Bar,Mississauga,ON,34,4.0
Mq6qiz-Bxgd8VE6tBwCuUg,Starbucks,Brampton,ON,5,4.5
nm5yx8yvJNJYVjaRPwjnsw,Misaki,Pittsburgh,PA,44,3.0
m4DwPVxmFDQE_FnGIOa3cQ,Sunny China Buffet,Urbana,IL,15,3.5
9VSPMQXgPdJ4rNgBPLJZ1A,Rosso Coffee Roasters,Calgary,AB,15,3.5
cujI9gM6YlQr29cDhTBSAQ,Little Manila,Mississauga,ON,4,3.0
wdsGP5rJinx0J5GcGzPQUw,TJ's Steakhouse,Las Vegas,NV,60,4.0
UPh90LM8UMnVFQP6NGktrA,Cakes On the Move,Henderson,NV,57,5.0
SZ5KO1KNiwtrktKo5mpuLA,Empress Court,Las Vegas,NV,21,3.5
hXzoNgpkC86K_Jfg_zMHvA,PHO KC,Glendale,AZ,96,4.5
EVC1vn1KQ2uETnTbDWXc5w,Cadillac Jenkins,Toronto,ON,13,4.5
4B8VnRAstRRshxiUzm9yPw,Maiko Sushi - DDO,Dollard-des-Ormeaux,QC,51,4.0
8ELlbjnXfZAw4KbQRP3-EQ,Tomate Basilic,Pointe-Aux-Trembles,QC,8,4.0
dtpFxDbBTBl90NyttDqoMg,2 Girls' Cafe & Bakery,Stow,OH,16,4.0
NX1281ugzs2navHAX5X9cQ,Cha Me Cha,Markham,ON,293,3.0
43PeF0ERpSIiEbXM6f9N2g,Megas Restaurant,Toronto,ON,47,2.5
GiTv0gFXtYFQAzCXnPvepQ,Chili's,Charlotte,NC,48,2.5
tylsscXmLq03-DzGI36bIA,Squaw Peak Cafe,Phoenix,AZ,8,3.5
LEOvXK3lMEfjnex3CPvrng,Albinas Italian American Bakery,Las Vegas,NV,11,4.5
G7sVtpD6aqpuUB4F3LEG_w,Hoche CafÃ©,MontrÃ©al,QC,65,4.0
zfOum9_rEhaLAqoAV3nYaQ,Naya Mediterranean Cuisine,Scottsdale,AZ,97,4.0
cXBB07Kb2TcAuzJTVo9tZw,Sunset Grill,Newmarket,ON,9,3.0
hZzwkAJG92KkszWO8PoOQA,Fernando's,Pittsburgh,PA,7,4.0
HqerocZHKSRFD8NTrIkbaw,Taxco Mexican Grill,Mint Hill,NC,52,3.0
3-aEgS7X2jrbxA7sA1nARw,La Flor De Calabaza,Phoenix,AZ,90,3.0
k2b3niokS_tosjah_rzCPw,Metro Pizza,Las Vegas,NV,303,3.5
VxnZy3cU-ItbYiDK5XDX8g,Red Lotus,Richmond Hill,ON,4,2.0
X6TvS40bP2cD6ZH4s-5ZKQ,Donna's Diner,Elyria,OH,4,4.0
2D2NpSJDyQCBKPRboUcKWQ,Anise Vietnamese Restaurant,Chandler,AZ,29,4.0
lK-wuiq8b1TuU7bfbQZgsg,Hingetown,Cleveland,OH,4,3.0
QcUKFdAWxFq42-zE96cS-A,Pita Pit,Indian Trail,NC,34,4.0
QS3QxI7u5PRdtbGgI0-UsA,Sakana Sushi & Grill,Scottsdale,AZ,347,4.0
hFbhRTodMqG2FAf0UWjJQw,The Golden Pheasant,Mississauga,ON,40,4.5
ZBE-H_aUlicix_9vUGQPIQ,Hickory Tavern,Charlotte,NC,100,3.0
U-C7FKpKMdt9VOTXcmS4Hw,Bay Leaf Cafe,Chandler,AZ,84,4.0
AMN3Sgns9tB2x-b3eWk0qQ,Noodles Ranch,Scottsdale,AZ,457,4.0
bPBZEDuHbE-I7bxUWIYMhQ,Oishii Sushi,Calgary,AB,78,3.5
h_ypoQ2rmwX8UGSmohsGiQ,Maman,Toronto,ON,122,3.5
FjrLNx8eV90VFcy2nb-P_A,Boustan,Kirkland,QC,3,4.5
bnfki4LDbHBzZdL5BoLDDw,PhÃ³ Lyn,Calgary,AB,9,4.0
yGMCl0vYigshkXiZFIDTNw,Mimi's Cafe,Glendale,AZ,184,3.0
yuhnMOLGmXHhQxyp1V_rBw,Genghis Grill,Matthews,NC,84,3.5
rwscnQMpddjkVNaJQhNuHw,Birrieria Obregon,Phoenix,AZ,24,4.0
idF2DJg-WBk4eo2yY_7sHA,Cave Creek Tap Haus,Cave Creek,AZ,84,2.5
p8u03IURLPg_5jYSY3OmMQ,Farmer Boy,Akron,OH,34,3.0
Gj8ANgQ6FcWdhrpEwUsxqQ,El Taino,Cleveland,OH,4,2.5
dusNIzdCaH6EoLl2hRy6cQ,Chipotle Mexican Grill,Las Vegas,NV,115,3.5
CTN5Z3fs3jFHfyma8XxzVg,Paradise Boba Tea and Smoothie,Las Vegas,NV,21,3.5
uNtO37bzsKCHaRUpLm4Qzw,Subway,Surprise,AZ,4,3.0
iW0_acsRQtjlpE_8O6l1_Q,The Roman Candle Pizzeria,Fitchburg,WI,56,3.0
uHSmRkzznq0GpWXWuvzuhw,Noobox,Montreal,QC,8,2.0
221yaXPE1zmJqDvBVM__tw,Baskin-Robbins,Goodyear,AZ,26,2.5
3KzzG6dw5aN9eIo3cGHaSA,Steak â€™n Shake,Willoughby,OH,43,2.5
pvKp4m3eFeHv15kYZaq1Bw,Papa John's,Canonsburd,PA,10,1.5
9ELnhtgMF8_h8Zky4A7BSA,Saiken Sushi,MontrÃ©al,QC,4,3.0
hOv0yRX4Km89-7vJuzPteg,Spice Cafe,Pittsburgh,PA,7,4.5
RGK23CEkDfYHWtUbRhA-bQ,The Turnhouse Grille,Charlotte,NC,102,4.5
-bd4BQcl1ekgo7avaFngIw,Eggstasy,Scottsdale,AZ,646,3.5
Ya-HZZrzMWYSBtGyLajDQg,Nathan's Famous,Champlain,NY,4,4.0
tWvep1usNNI3NYkoRbSb7g,Airdrie East Side Storage,Airdrie,AB,3,1.0
cmsAFAymfVoBitSF8R6GKw,Yao Fine Chinese Cuisine,Gilbert,AZ,200,4.0
R_18EYQLNho8-xH6FTRymw,Long Wong's Famous Wings,Phoenix,AZ,8,3.0
kExmc2lS8BhFFlh9sjvuSA,The Standard Pizza & Pasta Bar,Toronto,ON,50,3.0
MDJqm5KN1hFWm4R2VtNIlw,Waffle House,Pineville,NC,33,3.5
Um2H2xUT0eamjN6ivIUAiA,Ben & Jerry's,Davidson,NC,10,4.5
M4zq737gzO5GqIk91X0CYw,Joeys of Chicago,Phoenix,AZ,23,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,Eggspectation,MontrÃ©al,QC,342,4.0
i68lkBrGgUVwOk-LSvMj_A,Sree's Foods,Pittsburgh,PA,8,3.0
dGnjfY3KyeLg-nBQaT3Xqw,Auberge du Dragon Rouge,MontrÃ©al,QC,39,4.5
f8CST3ex8RlZoZNwBQzMRA,Restaurant Agora Souvlaki,MontrÃ©al,QC,3,2.0
ol2r325YnfuHcq7yeO3vdg,Subway,Sun City,AZ,13,2.0
MPPlVchUxAKCS-Dy-tMGAg,Panera Bread,Richmond Hill,ON,53,3.0
iag4htR8F7FmE9zpz7_GMw,Levetto,Toronto,ON,60,4.0
qxFVwTstR5BuFa4kY50akQ,Swiss Chalet Rotisserie & Grill,Ajax,ON,8,3.5
-jdNqqzF1Dbve04oEd4jww,OK OK Diner,Toronto,ON,62,3.0
1XZd5hbOdCSaAdx9KdWnrA,Canterbury Booksellers Inn,Madison,WI,3,4.5
pRXgWOIiQPEbosMrylsdLA,Chick Rotisserie & Wine Bar,Phoenix,AZ,42,3.0
MYMoho8uONfkTvaVNL-pVQ,JC's Restaurant,Burton,OH,35,3.5
N-U0o7hIKy3Z6KY_O4RuPg,PICEA997,Toronto,ON,32,3.0
U9vCFCDQMQ8GFr5z48h8tQ,Nancy B's Bakery,West Homestead,PA,56,5.0
q1qjPXe0C2VXTInnWNLudQ,D-Spot Dessert Cafe,Toronto,ON,16,4.0
tcT3oHh_dwi_FYhozw3Ibw,Bomberos Cafe & Wine Bar,Phoenix,AZ,135,4.0
Iojwvqi475VZ7n27LGfnBw,The Cure,Toronto,ON,31,3.5
4w-q_Wc77JzQZSIehKFTzA,Brockton Haunt,Toronto,ON,25,4.0
9vub2LM7Djy8P-LPumcLXA,Tacos Chiwas,Phoenix,AZ,453,4.5
r80qDv4gFhnixb2GRUmKeQ,Jet's Pizza,Parma,OH,22,4.0
PE6zjI3g0iscqUixA0VZpA,Sammy's World's Greatest Pizza - Braeside Location,Calgary,AB,11,4.0
q8MUVVuQpfR6v0HBHmAFxw,The Combine Eatery,Toronto,ON,82,3.5
ILA41PhErg4bl1royzDX4g,S & V Urban Italian,Scottsdale,AZ,105,4.0
q5HePwBjh9xSV9-mYvC5Mg,Pita Paradise,North York,ON,14,3.5
UmFty_GxdqVe35apYnmGbw,Showcase Pizza,Pittsburgh,PA,8,3.0
HFDZeMrm13xX5yJvpaRaIQ,Even Stevens Sandwiches,Gilbert,AZ,213,4.5
PvAARwsGKb9BcytkxtNqJQ,La Vida Cocoa Craft Bakery & Cafe,Thornhill,ON,7,3.5
JrrY4v21k7_qYxIidhi-aw,Kelly's Bar & Lounge,Pittsburgh,PA,166,3.5
xomRWgUrcq2ESC6oBwrfbA,Boston Pizza,Calgary,AB,18,2.5
hgQOESYp7CF4LnNI90XEiw,800 Degrees,Las Vegas,NV,296,3.5
bX4gfj2Kj22Lwm-nSsnnfg,Ferrucci's Old Tyme Italian Market,Cornelius,NC,59,4.5
zUHIDqm_UKdnSygmWKtyRg,Food Lion,Charlotte,NC,5,3.0
1nF8Me63cpxIkFK8Ysx-DA,Shabu Shabu Paradise,Henderson,NV,248,4.5
giCq1MmW-_S2tvNOAHvJcQ,Tarbell's The Tavern,Phoenix,AZ,107,4.0
7MssGOl7IeOYCPn6uuSGxw,BÃ¡nh Cuon Thanh TrÃºc,Toronto,ON,26,3.5
QSGerT1enEKlvJnYkwthHQ,Claim Jumper Restaurant & Saloon,Avondale,AZ,236,2.5
BpJDI4Fj92lLNALQQeLvLg,Slice On Broadway,Pittsburgh,PA,43,4.0
F06m2yQSPHIrb1IT7heYeQ,Rainbow Kitchen,Las Vegas,NV,101,4.0
_WsGlZnbXBdPcs0qM2Qm7w,Ryan's Pub,Pittsburgh,PA,18,3.0
I24pVfCFcQXBU6cbw3cTbA,Marvellous Edibles,East York,ON,4,3.5
EJShgTy1lEkp48RLkMt1ag,Jack-In-the Box Drive Thru,Glendale,AZ,11,2.0
HGc61UN2Gr9RGQXC6mXFNQ,Swirl Wine Bar,Solon,OH,71,4.0
gTIColgrMq27NsSu60iq3g,Frite Alors,MontrÃ©al,QC,7,3.5
gU9EIsUkriQzDM91Sv3CtA,Kimchi House,Toronto,ON,36,4.0
M9N2eaO8PkT7MHGLLA6V3Q,Panda Express,Tempe,AZ,3,2.0
GvEjbCm5sNdLZ4fzJ9hvUQ,Bahia De Kino,Mesa,AZ,7,3.0
SAYeaclKsoqMavBfHpvV8Q,York Street Cafe,Toronto,ON,8,1.5
gFjHMjQXn5pbObxJupiuPA,Bar Charlie,Las Vegas,NV,14,5.0
w8WAt1is16rQUJf2TYefJg,Casa Grecque Pie Ix,Montreal-Nord,QC,3,2.5
8wpfZ3zJJ8LKO-z6C8hX-A,Pennylicks Gourmet Cafe,Toronto,ON,6,4.0
CGUK3cd2gxp2q3KPY19Oog,Roots Cafe,Charlotte,NC,104,4.0
Z3UBeP5EoKIXIDmEdA3JmQ,Big Tuna PokÃ© Bar,Toronto,ON,65,3.0
l7RCvKqA61Jzm98gaqIhvw,Brass Taps Pizza Pub,Toronto,ON,34,3.5
TNQMnauUy5jposO9P6WcJQ,Farmer Boy Restaurant,Amherst,OH,3,4.5
X3s0BN02lS6EigSnJaSyDw,Teriwoki,Las Vegas,NV,4,3.5
q4i-GbjeSp6ucBDXGE9DqA,Imsiam Thai Restaurant and Noodle,Las Vegas,NV,66,4.5
9ttdN9MIS1j9c8Hp5TmZnw,Baja Fresh,North Las Vegas,NV,7,3.0
WZe-1SFcErsOT7gZY_x6wQ,Denny's,Surprise,AZ,57,2.5
IcHVYlgNGR-Zz8fnceiJ6g,The Monkey Bar,Pittsburgh,PA,26,4.0
X2qnigcKuTWL7x9fS2ZUdw,221 Wine Bar,Las Vegas,NV,10,4.0
vrSJPjntzfCPgogFPSCHiA,Don Patron,Streetsboro,OH,48,4.0
JCMnL6-pbWmG7xSVkdBuoQ,Little Caesars Pizza,Aurora,ON,3,2.5
qOuyItOatd-TF5kzhUlA9g,Starbucks,Cave Creek,AZ,11,4.5
H2Chxto2e6dHTDJ8-s3-pQ,Roberto's Taco Shop,Las Vegas,NV,64,3.0
eMSFlZRDLBUWWs93_78xdw,KFC,Mississauga,ON,4,2.0
YEsFk6UHqD66O2m5jmXSYg,O'malley's Rockcliff,Rocky River,OH,4,2.5
ncXQtqJT5Gk1QztwTrBrgw,New York Bagels 'N Bialys,Scottsdale,AZ,307,4.0
aXsmmtepl0JZNcl3pkXqww,Sacks Sandwiches - Hardy,Tempe,AZ,100,4.0
sMzNLdhJZGzYirIWt-fMAg,Sienna Mercato,Pittsburgh,PA,752,4.0
DZkVWxknDUuWX0-wmtGhQw,Deli Pizza Cafe,Las Vegas,NV,29,3.0
2E57EmAD7qdfS1NL8_EfMQ,Buscemis Pizza,Cornelius,NC,4,4.0
pDMxIQoqkZJeUe2r8XIVKQ,Kim Dinh,Markham,ON,61,3.0
RJdSwvgAd2TRdQw4iOsrag,CafÃ© Mezcal,MontrÃ©al,QC,49,4.0
jwRBWbgTuiaQUrv-FpT8uw,Foote's Valley Farm,Valley View,OH,3,3.5
QPpptKYmU3fZMi_JsUf4qg,Pizza Depot,Brampton,ON,5,1.0
GLKg_Lu1LK7A0EqR45gpAQ,Amigos,Henderson,NV,3,3.0
rGdaD3j8leOCI0zz3g5Beg,Steves New York Hotdog Shop,Pittsburgh,PA,5,5.0
I4ADugPUJJQJElQekgnY0Q,Restaurant le Cactus,MontrÃ©al,QC,15,3.5
oWEFIvvt_kJCuk2V268XeQ,Summit Garden Chinese,Mississauga,ON,85,3.0
VE8BouWadOixfUIljcdSZg,Aqua Lunch Eaton,MontrÃ©al,QC,5,4.0
cMK38jKxH8x5PvFfAfjZmA,Casa Flores Restaurant,Boulder City,NV,63,3.0
SGPjYRy6x7R5ZlGa_nrskg,Ranch House Kitchen,Las Vegas,NV,63,2.0
WOQNQx7SrMalJMXFENitpg,Ravi Soup,Toronto,ON,9,4.0
VVLGIq6ksrgGSfi7VBTmpg,America Cafe,Las Vegas,NV,8,4.0
ZRdHKIjiIa0k5-ufCLyIaQ,Denny's,Phoenix,AZ,48,2.5
FKQUxOfW_W5R4OTut4G1Vw,Peppi's,Pittsburgh,PA,37,4.0
c_FTil8s5PS2l_YJDQAXhA,Hogtown Pub & Oysters,Toronto,ON,50,4.0
NbjeMaUoYT_XUB8PWnwLkw,Pizza Pan,Cleveland,OH,5,2.0
Yw-R7D38MuDFNNcL6i-0Ww,Thai Fusion Delight,Calgary,AB,30,4.5
