review_id,user_id,business_id,stars,date
3VJmO0PHFgitpU4T2oMACQ,TdYKJgSgY2GF_YJnwsi5yQ,c5TOGBUCCUUNBPM7h_KbmQ,4.0,2014-02-25 05:08:19
qbTmthng2Ke-MWWm71e-7Q,yX7zkKzAvDUXb5nTFuff4g,Wrd9LAbc8IOoAS5H6uw9sw,4.0,2013-05-08 04:22:41
tLaYd9HQBOVbL5Dr8IGEyw,_TDl6t-SlxixB48JgbTgbQ,c5TOGBUCCUUNBPM7h_KbmQ,3.0,2017-08-09 06:00:47
SeRA4etmxqmH7n3xRx0VLQ,6heOqG9rMY_YfTtrqIxZTQ,dnBQZpWTyJzTe0QJf7YK5w,4.0,2015-01-05 02:05:11
bBSmz3Nr_0j5ynXQoaWZCA,w5IuBflJfwv2R_Qe5IBDvA,9GfFdsfxouvrm_Www0sgkg,5.0,2009-08-04 22:35:15
eMhAd-tLPQWcpy1n8yN4cA,omRLAGXW4vyox3ZEx5ZejQ,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2012-01-05 01:09:07
mkaayYidXek-BGVBasd8zw,ToSfeOx_FwPkHKszmWRODQ,Wrd9LAbc8IOoAS5H6uw9sw,2.0,2018-05-08 21:54:14
ZRWTPsCsY5DMxkltYj0VjQ,ex-AiiX7zlv719E2YlD5Ig,dnBQZpWTyJzTe0QJf7YK5w,5.0,2018-03-17 12:49:40
tjeitzfO_6rNMeZLtFfp2Q,BjUaEbVP2u1RbiZWDB4kuA,dnBQZpWTyJzTe0QJf7YK5w,5.0,2015-09-24 23:51:21
DozX7GYzPQ3LazvPIodPpQ,ODZxY8BgOKkwJropDUqzBw,dnBQZpWTyJzTe0QJf7YK5w,3.0,2017-03-27 23:02:43
_Ps7zGBscNV-YNfWH_apaw,-s_3V_7IrkVBcsi-gWxKog,Wrd9LAbc8IOoAS5H6uw9sw,4.0,2012-05-30 19:21:42
rVsXVPy1PGuamOkSciTEFw,2cJ8qo5kyqzDQSwWA9MDww,Wrd9LAbc8IOoAS5H6uw9sw,5.0,2014-02-06 21:46:31
ZgI0jhrgeaY0QHtQcDa1HA,bGBp3ptS25gzxmFhVfB7WA,5WOE18ldtQ1U0MK5fN2HGQ,5.0,2018-03-16 07:43:08
nTTb060sT0mmFppuBSoEkw,H2ZFJZ42GChPWyDxEICF-Q,Wrd9LAbc8IOoAS5H6uw9sw,4.0,2015-02-24 20:05:46
n4VjrkHubt0Qj8UVklUUYA,VsV3BjD0ZOpIqwEsYMSDdw,6tu5q1pgP7sfDpTY9Vq7GQ,1.0,2014-02-26 21:47:39
BFULwi8gl-DIOmP6uHKAcw,_337WCoHR-ZeQO5qN-aHew,c5TOGBUCCUUNBPM7h_KbmQ,4.0,2015-05-27 15:39:30
8AS-bSgVRzDMqCVyjhZQBA,XFkWnRlpD_mWQP5s-YLuZw,dnBQZpWTyJzTe0QJf7YK5w,5.0,2014-04-22 02:24:44
b4N2cQkVqI9eSa9tVJdPcw,ejbnwp0340HM6ZvuSXMb1g,dnBQZpWTyJzTe0QJf7YK5w,2.0,2012-09-11 16:01:10
P1GgPFCsi2V2peJ7RJ0m3w,HdYDJ-wbtDnD8C0vAmrMOA,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2017-09-20 20:16:43
nSoRgqx56emTljLBbNiPcg,pvdawa5VL6h8o42YwEqaXw,Wrd9LAbc8IOoAS5H6uw9sw,5.0,2016-05-09 00:33:50
XFYpCw81UKGL_2TDjnumfA,0rEL2LCKWORO90UnX2_MUw,sZ3AWH6WPq38fEKijvl9vA,1.0,2016-03-09 00:54:29
Tm18SzNEBozy2INeYqGzQg,DjCg3rm26HvoDhoUHcdvfQ,dnBQZpWTyJzTe0QJf7YK5w,5.0,2018-06-19 23:10:27
oyhER-dKg7fSoqrxugADzA,lXXlZVjjMEJh1vs0RLBn8A,j1i7s55PmOFzJC3l6O8PiA,3.0,2014-05-28 00:55:13
61ssNM7snH-wSxpUWjKAHg,4dupkKoCRpqTmPsDJfURQA,sZ3AWH6WPq38fEKijvl9vA,1.0,2016-04-12 02:39:43
XEHRdn4RUpsZH8zlIrhDiQ,ipw5Q24eq6XRGn9FiF_Sag,Wrd9LAbc8IOoAS5H6uw9sw,1.0,2013-08-06 08:51:28
LLS4A9fig89CJ8EfmX8nZw,vbG9-F7u-WUbY9lfvadIJw,5WOE18ldtQ1U0MK5fN2HGQ,4.0,2018-03-17 02:51:42
aG2o6Q4qwUm54XApgTs1eA,B49e2hnBhzp7bwBmCPgdxg,YNpwfdqBeP6j8aFrJp2sQw,4.0,2015-11-20 18:25:27
NMKg95NlBg6YEJXaW3pDcQ,6Moy2X0IfWNsmeB3brGd3Q,Wrd9LAbc8IOoAS5H6uw9sw,5.0,2015-03-07 02:21:24
aClkTrlFw1zQiSe_muQ7MA,pE_YD9uwBMbqhfdsHhkFMQ,Wrd9LAbc8IOoAS5H6uw9sw,1.0,2016-04-24 21:20:22
-aPbrw12BZnz4IHitEykBw,WSj7vdJWx4Uop6DWy70CZg,sZ3AWH6WPq38fEKijvl9vA,5.0,2013-11-15 18:54:12
d1lsOWYToi9f8CUAAsN98A,GYl5MCSQD-tna3C2IL82ZQ,c5TOGBUCCUUNBPM7h_KbmQ,1.0,2016-11-11 21:11:47
yu0-FC0mqga-QYopD-q8xQ,bTNVkxdUjGGUYpxpNP_buw,Wrd9LAbc8IOoAS5H6uw9sw,5.0,2014-09-27 00:11:19
t5m36l8oZSaw3PPz7tABAw,P2vd7WYYmHNASt9cJZHElw,5WOE18ldtQ1U0MK5fN2HGQ,5.0,2018-03-16 03:25:00
ku7QelvlxH6CZVLtE0QBOw,NjfdQtoLlghvuCwa4_-EQA,dnBQZpWTyJzTe0QJf7YK5w,5.0,2018-08-15 04:26:02
gB90UZpSQdKHP00f_fRfNg,k8nX4gjbrTWApLG5pMCW2g,dnBQZpWTyJzTe0QJf7YK5w,5.0,2017-01-16 02:47:40
sF-sjz_0D5c1oOX-dS5Niw,dIhNKc2IREjmtOEp-AGQQQ,dnBQZpWTyJzTe0QJf7YK5w,4.0,2013-11-17 00:57:05
VAEtx8-X9BEFkmB_Rz22Fw,JPEGOTTkUiplF6-JpD8SHA,dnBQZpWTyJzTe0QJf7YK5w,5.0,2017-01-03 18:31:01
hCGQkT6L_TEsjrZIkl98nw,yd8-Km2LmuYPMwwcTh2lBQ,dnBQZpWTyJzTe0QJf7YK5w,4.0,2012-09-12 23:17:16
3TEc8QI7_uKFEIRlebYJkQ,D3YFvVogqAhg59HZK3z7Tg,dnBQZpWTyJzTe0QJf7YK5w,5.0,2017-02-11 20:37:49
7MlP2As9mTBfgwCDzj0-kg,xSJR7sYSubdEDcdHJAswxA,sZ3AWH6WPq38fEKijvl9vA,5.0,2016-11-12 00:53:16
zejEEz1uV5sJrqYw_paWRw,m35ODBrr76JYr20nxoMg_w,Wrd9LAbc8IOoAS5H6uw9sw,2.0,2013-05-08 20:37:56
h8PiBpoCrSPiQ03APN791g,xfX3KDGJhOhlm9C3sI-_pg,dnBQZpWTyJzTe0QJf7YK5w,2.0,2018-05-30 08:50:43
LoAqA5YnRUnvZj9N2tPjLw,2KpuyI-Tbp72BLieebLFlQ,dnBQZpWTyJzTe0QJf7YK5w,5.0,2012-07-18 00:56:58
ZZSKUV9rCcRfinl0cm1d6w,cty-VP-wvpUbsa-nPGc1CA,dnBQZpWTyJzTe0QJf7YK5w,5.0,2013-08-06 02:52:27
5y9Ki-T9ekh7f_m3Sjhgyw,PZFJbdIfwBfbNMOytx21Sw,sZ3AWH6WPq38fEKijvl9vA,5.0,2016-02-12 19:25:13
6bpM6wCmdp6qZGTQbiR3-A,w5IuBflJfwv2R_Qe5IBDvA,9GfFdsfxouvrm_Www0sgkg,5.0,2010-01-15 22:27:43
QYLdJ7lXsvBqpgH-8xWg6A,zBi_JWB5uUdVuz3JLoAxGQ,5WOE18ldtQ1U0MK5fN2HGQ,5.0,2018-03-16 19:23:58
t41s2UxqezZgImZJO6jfXQ,TdJ-Sm-_DNDNT14-zUWe4A,dnBQZpWTyJzTe0QJf7YK5w,3.0,2009-10-23 18:15:33
Sp4O7MB8jyeZJavCTttszQ,QQba5KcAzZKRC9HiMYin0w,Wrd9LAbc8IOoAS5H6uw9sw,1.0,2016-03-08 02:48:51
amCkm1AQIueVyenw12pP1A,IfPqDfdrSOw7yXXb_FxXwA,j1i7s55PmOFzJC3l6O8PiA,2.0,2014-04-22 13:46:45
mHyjlRGvIa13_86dh4FW3A,b-RgAPYrOKgKMQ9OMYSLSg,c5TOGBUCCUUNBPM7h_KbmQ,4.0,2015-09-10 20:24:00
0c-bjOYlgAGwxOVLIJqPdQ,TU1fNdr-x_-oAA5UuhemcQ,dnBQZpWTyJzTe0QJf7YK5w,4.0,2014-10-13 02:07:39
m7dLPCZwEl6C8sGBlI6AtQ,jEDdM_wrMHhVBtMKX4C_FQ,YNpwfdqBeP6j8aFrJp2sQw,2.0,2017-10-11 20:45:48
TFqBZN-r8d3Sj1oqh6CKlw,atuQbpqtslyYTgPfE_gEKQ,Wrd9LAbc8IOoAS5H6uw9sw,4.0,2012-01-05 19:59:39
jaQjQbILMnVYY-aEmRO5xw,lU5Ls1fvfaJRZ0FLVpTZXw,Wrd9LAbc8IOoAS5H6uw9sw,1.0,2013-08-07 23:48:28
51FA9Kn9NyoTP8H9EJeF7Q,hTZtyK82nBq8rjBdQXNKlg,dnBQZpWTyJzTe0QJf7YK5w,4.0,2017-11-19 07:10:21
lfEFFXM9IF6W6Y4u8370WQ,MK9KUckdHQY4QayOcwFb2g,YNpwfdqBeP6j8aFrJp2sQw,3.0,2018-02-12 23:25:43
pPFvjnoe8JxUgNrqchSQuQ,e1Vb5-4t_TqnSjFXUOuqNw,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2016-07-16 03:16:33
C13C1AYbhlhMLuojXBeMxw,B6nvVUcnj5r7mNll1iCxXQ,YNpwfdqBeP6j8aFrJp2sQw,3.0,2017-06-08 00:04:16
t3EeuYWIIfancNnltgdq9w,KdmQPCR9QxDbZ6qgGobZEA,Wrd9LAbc8IOoAS5H6uw9sw,5.0,2018-03-24 19:24:17
qqgxOshvwlAHZ79GEi6N9g,tw1YfWwGJffPlUNTl_w1fw,c5TOGBUCCUUNBPM7h_KbmQ,3.0,2014-09-11 08:05:03
B_OwHlS9W21qbsZhpEJ2Tg,omzK_8C8RdZoulHbC8t3Ug,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2014-04-01 20:42:16
lFW__0T0bhRXBtqYX-jO3Q,UihwIwmqO9TUfDHRXg8G2g,Wrd9LAbc8IOoAS5H6uw9sw,2.0,2008-05-08 18:12:30
PmL9j62BikD_lDRcrZvo5g,SkUjCvDBA2VNnJWj8DNcdg,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2013-02-26 19:12:23
im96wW9CrzNa0AiSHlm__w,8-2hEbM6h5x3Pnnq1MY5UQ,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2017-06-08 05:45:45
rUw1tnpxhQfiRpt2Txcwiw,ltEfVC92J-sBgpIGyXCoZw,YNpwfdqBeP6j8aFrJp2sQw,4.0,2017-10-26 17:21:12
FWCDb3PvuyBz0d3wUamzoA,h0jijQoAqzo6rC3sszTtDw,x4ZC3VMZCuI0y31yGfxG-g,1.0,2017-10-27 00:39:31
rk3FfPgqmuAGTaZ6UUEh_g,-V0xbat6YwkFH0-udL0fQw,YNpwfdqBeP6j8aFrJp2sQw,4.0,2018-02-02 20:25:54
5hbhL7UB5fRjKlRDCjoNFQ,-zXNnEJ1WmYn0Yy-fDje0A,YNpwfdqBeP6j8aFrJp2sQw,4.0,2018-04-17 01:26:27
wbdhxfJotzEnbzHFcE5tOQ,Exbbf4MU_zw3qHGbvtszyQ,dnBQZpWTyJzTe0QJf7YK5w,5.0,2017-01-30 21:26:07
sFlmxYzxgZ7RBeAnwKpiXw,8TQCc70wKM7661LI3m15ug,5WOE18ldtQ1U0MK5fN2HGQ,5.0,2018-05-10 21:20:19
4WbTOWrApkmlxOxP5i7-YQ,er_utwVcnaTHiD23ruWecQ,5WOE18ldtQ1U0MK5fN2HGQ,3.0,2018-03-24 03:28:51
fwXzXUyGqFSeMtBMT-bZbQ,S5gjc86AhOZPWcD0czN5IA,c5TOGBUCCUUNBPM7h_KbmQ,1.0,2013-04-15 00:12:08
-gUpDcZMf0trwF3SWhOAsQ,6CbNnrhmjcGLX_FM1vvVrg,Wrd9LAbc8IOoAS5H6uw9sw,2.0,2010-10-11 03:40:44
iKUF0W5OYPvQ3IrxlqhI-w,xU4silHWZGOWz92hPIdFpQ,c5TOGBUCCUUNBPM7h_KbmQ,4.0,2010-01-18 23:42:14
utvsHUzap14-7n6CCR6A4g,K8s3SSIoZNcJ8K9Dx2mfTg,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2016-05-21 10:15:15
HprhGTukmvECgyrcA8VU5g,W5OF2Y_nnVD6qWPZUmMBdw,dnBQZpWTyJzTe0QJf7YK5w,1.0,2017-07-20 20:55:18
DbnjK9fvkoZEpFtbZ_aohQ,SUDX_enLkhX1XLf-km59AQ,dnBQZpWTyJzTe0QJf7YK5w,2.0,2008-12-19 05:36:26
68EqBS9cOypRL61i6muG2g,u7_dW0szdkiqTfliiF9_JQ,YNpwfdqBeP6j8aFrJp2sQw,4.0,2018-06-21 06:02:31
GKvfB25xbyTET4-n3mamGw,9GC5lIcdp6_B00FRIUrz1Q,Wrd9LAbc8IOoAS5H6uw9sw,4.0,2014-04-02 23:01:57
Q8Bn2AzmaS6-exyatQhlAw,jxnqG_GZQnCNLiSqzRd6LQ,Wrd9LAbc8IOoAS5H6uw9sw,5.0,2017-10-14 00:00:48
QkWDR75ifTc6Z-jwZmdWZg,MUzomh244NRtCNstnFbNYw,c5TOGBUCCUUNBPM7h_KbmQ,5.0,2015-09-26 02:38:23
mI7HVvT1-2eqRPBBFzkpEw,93rlPm_NXdz9XPRMIFi-Iw,YNpwfdqBeP6j8aFrJp2sQw,4.0,2017-03-28 03:48:46
cSBhBwaOGGoCm3320UTsbg,SNyXL-_lNANR_i1kRbq97A,dnBQZpWTyJzTe0QJf7YK5w,1.0,2017-09-22 06:35:46
Gt4ZOtyH65MvZRa2mFoO8g,P29_6YWJoEBhbaxCEjtIeA,c5TOGBUCCUUNBPM7h_KbmQ,1.0,2016-11-11 20:46:59
