business_id,name,city,state,review_count,stars
8Ivx0awBb_m1c_HKnwVZGg,Cilantro,Calgary,AB,44,4.0
0wr58lAX4e_UX0CZfeEoKA,Starbucks,Henderson,NV,115,3.0
LwXo16VrGPhhOWc_Wj7ifw,OM Restaurant,Las Vegas,NV,53,4.0
Xpj_tQOGwRaicZKayLVp0g,Tia Rosa Taqueria,Gilbert,AZ,21,2.5
nYSNN8v4up1rxIG_xKkl5Q,Chick-fil-A,Charlotte,NC,41,4.0
iEsNloJgy-MyA-_wqeB6jg,Le Sans Souci French Restaurant,Cave Creek,AZ,96,4.0
Bx8ans3AywDJ-DN-nCKGeA,Denny's,Mesa,AZ,64,2.5
6tu5q1pgP7sfDpTY9Vq7GQ,BarBurrito - Bristol,Mississauga,ON,23,2.5
emwtizy_UAmUjcNP88I0Tw,Kaffe Live,Las Vegas,NV,48,4.5
Zq1yNHUirFTZdVWf4YCQhw,Even Stevens Sandwiches,Scottsdale,AZ,120,4.5
z-q9WqP8-hnBNp9LuAsbkw,Krispy Kreme,North Las Vegas,NV,79,3.0
2d9yZ11uVa83OEQWxe4vlQ,Conicella Pizza,Pittsburgh,PA,39,4.5
wvlF1x7Cm8UGu6iD0LgIJw,Salsarita's Fresh Mexican Grill,Charlotte,NC,29,3.0
3zBvcidKqHe5ug7Za4MvNw,Fresh Chef Kitchen,Cornelius,NC,157,4.5
nUaLFTfUqVKMFQonsWBnag,Fry's,Phoenix,AZ,155,4.0
kWkW6vVePpBox_fKfGgPjQ,Pan Asia Sushi Chinese Fusion,Phoenix,AZ,89,3.0
goar7zF4G0LdsQ1Y4KS3Iw,Pittsburgh Barbecue Company,Pittsburgh,PA,77,4.0
gBEWJ4b2OvUmN4Oh7ju3hw,Iron Chef,Phoenix,AZ,399,4.0
OwzGmn5sZrBOadvacAN6Pg,Sam Jung,North York,ON,22,3.5
zP05w3gjD30Gi9-SCIy2DA,Pho Leo,Mesa,AZ,162,4.5
9GfFdsfxouvrm_Www0sgkg,North Italia,Glendale,AZ,25,4.0
